ni,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),cleaned_text,subjectivity,mapped_time
de168e6328,And this picture of her with Zack from Saved By The Bell  http://twitpic.com/669lg,Neutral,night,38.0,Liechtenstein,38128.0,160.0,238.0,And this picture of her with Zack from Saved By The Bell,0.0,06-09 PM
d60072b03a,"He can`t fix it.   I guess I`ll write until I get too bored then watch tv. Man, this is lame.",Negative,morning,53.0,Lithuania,2722289.0,62700.0,43.0,He cant fix it   I guess Ill write until I get too bored then watch tv Man this is lame,0.9166666666666666,06-11 AM
8986091fd3,wishes happy mothers` day to all moms out there.,Positive,noon,65.0,Luxembourg,625978.0,2590.0,242.0,wishes happy mothers day to all moms out there,1.0,12 PM
3b743ded7e,": Potter, are also in that category! Hehe. <3 I love you too!!! So much",Positive,night,85.0,Madagascar,27691018.0,581795.0,48.0,Potter are also in that category Hehe 3 I love you too So much,0.4,06-09 PM
79e7a9ed8e, did you google it too? or maybe you actually knew the answer lol ps put uo the pics already from last night  im getting anxious,Positive,morning,10.0,Malawi,19129952.0,94280.0,203.0,did you google it too or maybe you actually knew the answer lol ps put uo the pics already from last night  im getting anxious,0.4666666666666667,06-11 AM
dabac40552," SUPER EXCITED. JUST BOUGHT MY TIX TO SEE HEY MONDAY ON 6/20. AGAIN.  ~SVETLANA J. DENVER,CO",Positive,noon,25.5,Malaysia,32365999.0,328550.0,99.0,SUPER EXCITED JUST BOUGHT MY TIX TO SEE HEY MONDAY ON 620 AGAIN  SVETLANA J DENVERCO,0.7083333333333333,12 PM
b0cae38eb0, woop right am off to 'try' to get 2 sleep haha its 2 hot  have a good nightt x,Positive,night,38.0,Maldives,540544.0,300.0,1802.0,woop right am off to try to get 2 sleep haha its 2 hot  have a good nightt x,0.5714285714285714,06-09 PM
96e77388b8,_Guy Me neither  But itÃ¯Â¿Â½s getting better,Positive,morning,53.0,Mali,20250833.0,1220190.0,17.0,_Guy Me neither  But itÃÂÂ½s getting better,0.5,06-11 AM
3e9ba7f25b, try #fireflight first... female fronted metal is awesome..  ..  Unbreakable album would be a good start!,Positive,noon,65.0,Malta,441543.0,320.0,1380.0,try fireflight first female fronted metal is awesome    Unbreakable album would be a good start,0.525,12 PM
4fb0995de8,Hows that possible? No rain forecast for Pinkpop? And I have no ticket,Neutral,night,85.0,Marshall Islands,59190.0,180.0,329.0,Hows that possible No rain forecast for Pinkpop And I have no ticket,1.0,06-09 PM
e711c03c57, I`m not sure about this tweet business  Why are the simple things so difficult?,Negative,morning,10.0,Mauritania,4649658.0,1030700.0,5.0,Im not sure about this tweet business  Why are the simple things so difficult,0.7486772486772487,06-11 AM
52576ae085," june 15, 1995, chino hills, CA. The 1 day it rained n june in SoCal...we had an outside grad; had 2 move it 2 the gym",Neutral,noon,25.5,Mauritius,1271768.0,2030.0,626.0,june 15 1995 chino hills CA The 1 day it rained n june in SoCalwe had an outside grad had 2 move it 2 the gym,0.05,12 PM
2b049dbcb1,With  walking the streets of Harlem. Home sweet home,Positive,night,38.0,Mexico,128932753.0,1943950.0,66.0,With  walking the streets of Harlem Home sweet home,0.65,06-09 PM
adc5ea18b3,Rod stewart`s new song,Positive,morning,53.0,Micronesia,115023.0,700.0,164.0,Rod stewarts new song,0.45454545454545453,06-11 AM
5c9645561c, JUST like to clarify that I am a unable to acc. review vibrators as have not testrun any. *not an invitaiton for freebies,Negative,noon,65.0,Moldova,4033963.0,32850.0,123.0,JUST like to clarify that I am a unable to acc review vibrators as have not testrun any not an invitaiton for freebies,0.5,12 PM
ef329bc827,Momma martini went food shopping without me!!!!,Neutral,night,85.0,Monaco,39242.0,1.0,26337.0,Momma martini went food shopping without me,0.0,06-09 PM
841a5cfcdf,"  Where I live, all the small markets deliver their day-old bread to the food bank, but times are really tough, even for me",Negative,morning,10.0,Mongolia,3278290.0,1553560.0,2.0,Where I live all the small markets deliver their dayold bread to the food bank but times are really tough even for me,0.5777777777777778,06-11 AM
52eaf44b44,Good Morning. It`s Friday and the start of my work week  But... Lakers are going to take the 4th W tonight. Woohoo GO LAKERS!!!!,Positive,noon,25.5,Montenegro,628066.0,13450.0,47.0,Good Morning Its Friday and the start of my work week  But Lakers are going to take the 4th W tonight Woohoo GO LAKERS,0.6000000000000001,12 PM
895de1648c,"really tired. and have to work the whole day tomorrow, the thought of it depresses me.  uncoooool....",Negative,night,38.0,Morocco,36910560.0,446300.0,83.0,really tired and have to work the whole day tomorrow the thought of it depresses me  uncoooool,0.55,06-09 PM
9e972c1093, Once James Cameron touches something and revolutionizes it... someone else comes along and **** it up,Neutral,morning,53.0,Mozambique,31255435.0,786380.0,40.0,Once James Cameron touches something and revolutionizes it someone else comes along and  it up,0.0,06-11 AM
ebf2a10961, I KNO!!! im so sad! evry1 is leavin its horrible! im supposed to b happy for summer but i cant ima miss evry1!,Negative,noon,65.0,Myanmar (formerly Burma),54409800.0,653290.0,83.0,I KNO im so sad evry1 is leavin its horrible im supposed to b happy for summer but i cant ima miss evry1,1.0,12 PM
bd74c21c43,nachos and the tudors? i think so,Neutral,night,85.0,Namibia,2540905.0,823000.0,3.0,nachos and the tudors i think so,0.0,06-09 PM
a6aeb0b520, Good morning Dan! It`s my Bday and I plan on getting some exercise too today!!  Love ya!! See you in NYC!!!,Positive,morning,10.0,Nauru,10824.0,20.0,541.0,Good morning Dan Its my Bday and I plan on getting some exercise too today  Love ya See you in NYC,0.6000000000000001,06-11 AM
24afdc75e3,Just found out a friend and his son fell down a 25ft shaft onto concrete today. They are alive at least. Don`t know much else.,Negative,noon,25.5,Nepal,29136808.0,143350.0,203.0,Just found out a friend and his son fell down a 25ft shaft onto concrete today They are alive at least Dont know much else,0.3177777777777778,12 PM
0d4d5b49b2,is tired and sad,Negative,night,38.0,Netherlands,17134872.0,33720.0,508.0,is tired and sad,0.85,06-09 PM
78819d2e53,They`re gone.,Neutral,morning,53.0,New Zealand,4822233.0,263310.0,18.0,Theyre gone,0.0,06-11 AM
91c44d5912,  What`s all your fault?,Neutral,noon,65.0,Nicaragua,6624554.0,120340.0,55.0,Whats all your fault,0.0,12 PM
11aa4945ff, http://twitpic.com/67swx - i wish i was calling you but i can`t from Malta,Neutral,night,85.0,Niger,24206644.0,1266700.0,19.0,i wish i was calling you but i cant from Malta,0.0,06-09 PM
495299c926,Have hardly worked out in the last two weeks but am losing weight.  Fear I`m losing muscle!!  Just made doc. appt. for injured foot,Negative,morning,10.0,Nigeria,206139589.0,910770.0,226.0,Have hardly worked out in the last two weeks but am losing weight  Fear Im losing muscle  Just made doc appt for injured foot,0.30416666666666664,06-11 AM
7f3b118605, will u say shoutout to NIKKI!!! please   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),Positive,noon,25.5,North Korea,25778816.0,120410.0,214.0,will u say shoutout to NIKKI please   Soulja Boy Tell Em LIVE live,0.5,12 PM
3da6270b02, I hide my berry like a slave REGULARLY only today I was caught by massa   & im def not light enough to be a juice pouring slave,Negative,night,38.0,North Macedonia,2083374.0,25220.0,83.0,I hide my berry like a slave REGULARLY only today I was caught by massa    im def not light enough to be a juice pouring slave,0.7333333333333334,06-09 PM
9a2689017d,"Won a diamond for my compÃ¯Â¿Â½tition  , yaayy tomorow its the DIAMOND DANCE OFF !! Were the best  .. Still in montrÃ¯Â¿Â½al !!",Positive,morning,53.0,Norway,5421241.0,365000.0,15.0,Won a diamond for my compÃÂÂ½tition   yaayy tomorow its the DIAMOND DANCE OFF  Were the best   Still in montrÃÂÂ½al,0.3,06-11 AM
5eea04087b,"Sitting here, waiting to go to the gym.....almost left, then realized I never charged my iPod from my trip to Wisconsin....it`s dead",Negative,noon,65.0,Oman,5106626.0,309500.0,16.0,Sitting here waiting to go to the gymalmost left then realized I never charged my iPod from my trip to Wisconsinits dead,0.2,12 PM
7058fc87de, Fighter - Christina Aguilera. LOVE that song,Positive,night,85.0,Pakistan,220892340.0,770880.0,287.0,Fighter  Christina Aguilera LOVE that song,0.6,06-09 PM
95189cd3a8,warmed up nicely outside.  sucks being stuck inside coding,Negative,morning,10.0,Palau,18094.0,460.0,39.0,warmed up nicely outside  sucks being stuck inside coding,0.175,06-11 AM
40ae4f1f0c,"http://twitpic.com/4wu0a - Sunny day at vivocity, yupz just showered.. Runs into airconditioned mall..",Neutral,noon,25.5,Palestine State,5101414.0,6020.0,847.0,Sunny day at vivocity yupz just showered Runs into airconditioned mall,0.0,12 PM
d24c474353, I know it`s against the law... I am a rebel in small things.,Negative,night,38.0,Panama,4314767.0,74340.0,58.0,I know its against the law I am a rebel in small things,0.4,06-09 PM
b13981be78," Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!  ht.. http://twurl.nl/oaerf4",Positive,morning,53.0,Papua New Guinea,8947024.0,452860.0,20.0,Thanks to TweetStats I confirmed what I long suspected Twitter is keeping me up way too late  ht,0.55,06-11 AM
44b0b41b62, BabyLove em homenagem ao Baby D,Neutral,noon,65.0,Paraguay,7132538.0,397300.0,18.0,BabyLove em homenagem ao Baby D,0.0,12 PM
a2c8b8dad7,won`t be going to the Oxford Internet Institute Sunner Doctoral Programme in Brisbane: lack of funding,Neutral,night,85.0,Peru,32971854.0,1280000.0,26.0,wont be going to the Oxford Internet Institute Sunner Doctoral Programme in Brisbane lack of funding,0.0,06-09 PM
4d818fe6e0,I don`t saw the movie,Neutral,morning,10.0,Philippines,109581078.0,298170.0,368.0,I dont saw the movie,0.0,06-11 AM
b8d9a368ae, all ur pic it`s so nice  look so cute..oh!!,Positive,noon,25.5,Poland,37846611.0,306000.0,124.0,all ur pic its so nice  look so cuteoh,1.0,12 PM
0010bcc0e2,"watching a film, recovering from my operation",Neutral,night,38.0,Portugal,10196709.0,91590.0,111.0,watching a film recovering from my operation,0.0,06-09 PM
58c5bad2d3,My day on the computer is about to end. Dang. I hate not being allowed on the computer.,Negative,morning,53.0,Qatar,2881053.0,11610.0,248.0,My day on the computer is about to end Dang I hate not being allowed on the computer,0.9,06-11 AM
7407e1cf5a,i`m going to kill myself T_T . i wasted hundreds of download and realised i got the wrong one,Negative,noon,65.0,Romania,19237691.0,230170.0,84.0,im going to kill myself T_T  i wasted hundreds of download and realised i got the wrong one,0.45,12 PM
0e3d0b5ab5,"Guys, follow  for the RX Twitterwar!!!! DD GO GINOOOO!!!",Neutral,night,85.0,Russia,145934462.0,16376870.0,9.0,Guys follow  for the RX Twitterwar DD GO GINOOOO,0.0,06-09 PM
c0e5365bf0,"School is going to be absolutely horrible today. Peace out, `09",Negative,morning,10.0,Rwanda,12952218.0,24670.0,525.0,School is going to be absolutely horrible today Peace out 09,1.0,06-11 AM
0be9ed25f8, http://twitpic.com/4wh5x - LUCKY! I`m so jealous even though I don`t like her that much,Positive,noon,25.5,Saint Kitts and Nevis,53199.0,260.0,205.0,LUCKY Im so jealous even though I dont like her that much,0.5166666666666667,12 PM
04095b70bd, sadface,Neutral,night,38.0,Saint Lucia,183627.0,610.0,301.0,sadface,0.0,06-09 PM
64b8d96644,I get the feeling  is going to make me wait until I get home to tell me I`m denied vittles from BWW.,Neutral,morning,53.0,Saint Vincent and the Grenadines,110940.0,390.0,284.0,I get the feeling  is going to make me wait until I get home to tell me Im denied vittles from BWW,0.0,06-11 AM
68bf3f1fec,_hand Oops! I completely forgot!,Positive,noon,65.0,Samoa,198414.0,2830.0,70.0,_hand Oops I completely forgot,0.4,12 PM
8e3b60deaa," No problem. At least look on the floor. We won`t see the banana skin in our brains ... I step on it once, almost got killed",Negative,night,85.0,San Marino,33931.0,60.0,566.0,No problem At least look on the floor We wont see the banana skin in our brains  I step on it once almost got killed,0.2,06-09 PM
341ed728c7,dam i missed hollyoaks 2nite!,Neutral,morning,10.0,Sao Tome and Principe,219159.0,960.0,228.0,dam i missed hollyoaks 2nite,0.0,06-11 AM
f585c22106, there`s relisting fees when you don`t complete a sale?  that sucks!,Negative,noon,25.5,Saudi Arabia,34813871.0,2149690.0,16.0,theres relisting fees when you dont complete a sale  that sucks,0.35,12 PM
888b3fdf3e,   _coach   IMHO this soft is the best to keep the chaos straight   http://bit.ly/yuFil,Positive,night,38.0,Senegal,16743927.0,192530.0,87.0,_coach   IMHO this soft is the best to keep the chaos straight,0.3499999999999999,06-09 PM
540f0477e3, I was being childish lol cos one of them said that pic of Jake in Down to earth made them vomit,Positive,morning,53.0,Serbia,8737371.0,87460.0,100.0,I was being childish lol cos one of them said that pic of Jake in Down to earth made them vomit,0.5962962962962963,06-11 AM
79852f9590, err i think they`re like 15 bucks a ticket cause its 3D too. too expensive,Negative,noon,65.0,Seychelles,98347.0,460.0,214.0,err i think theyre like 15 bucks a ticket cause its 3D too too expensive,0.7,12 PM
32b2c8b924," Aww Stanley, have you still got him, they can live for like 20 years right?  x",Positive,night,85.0,Sierra Leone,7976983.0,72180.0,111.0,Aww Stanley have you still got him they can live for like 20 years right  x,0.6452380952380952,06-09 PM
94e0366b6d, http://twitpic.com/4u5h8 - leon looks supa` fly on that mini couch,Positive,morning,10.0,Singapore,5850342.0,700.0,8358.0,leon looks supa fly on that mini couch,0.9,06-11 AM
094681e31c,_carter Hey Brian Littrell is there!! He doesnt really like this kinda pages rigth?  kisses! I loev you guys!,Positive,noon,25.5,Slovakia,5459642.0,48088.0,114.0,_carter Hey Brian Littrell is there He doesnt really like this kinda pages rigth  kisses I loev you guys,0.2,12 PM
6641548d60," did you go to uga? If so, I liked you better before I knew! Ha!",Positive,night,38.0,Slovenia,2078938.0,20140.0,103.0,did you go to uga If so I liked you better before I knew Ha,0.65,06-09 PM
b05be3118d,is having trouble breathing through the pain..and now i have a **** fever...   (^~^)<^>,Negative,morning,53.0,Solomon Islands,686884.0,28000.0,25.0,is having trouble breathing through the painand now i have a  fever,0.2,06-11 AM
291b817092,I`m feel deflated. Ugh. No more dog.,Negative,noon,65.0,Somalia,15893222.0,627340.0,25.0,Im feel deflated Ugh No more dog,0.5,12 PM
f837a046a9,"_grant  Hey Donna, lovely to see you on Twitter.",Positive,night,85.0,South Africa,59308690.0,1213090.0,49.0,_grant  Hey Donna lovely to see you on Twitter,0.75,06-09 PM
a567459a1a,  read something happy?,Positive,morning,10.0,South Korea,51269185.0,97230.0,527.0,read something happy,1.0,06-11 AM
4cc3d3824c,Good morning from RSA Twitterverse!! Please send me some happy vibes & cheerfulness today I`m feeling a little sad,Positive,noon,25.5,South Sudan,11193725.0,610952.0,18.0,Good morning from RSA Twitterverse Please send me some happy vibes  cheerfulness today Im feeling a little sad,0.775,12 PM
e959cf04e4,CloneCloud: actually it`s distant processor provisioning  like the idea http://bit.ly/b9v90,Negative,night,38.0,Spain,46754778.0,498800.0,94.0,CloneCloud actually its distant processor provisioning  like the idea,0.22499999999999998,06-09 PM
271bb5e6b7,Well that is nice.  Loving the new Friends organiser too.,Positive,morning,53.0,Sri Lanka,21413249.0,62710.0,341.0,Well that is nice  Loving the new Friends organiser too,0.8015151515151514,06-11 AM
c8b610923d, It is a recession,Neutral,noon,65.0,Sudan,43849260.0,1765048.0,25.0,It is a recession,0.0,12 PM
27d0c01bc2, I REEEALLY wish I could be there  haven`t been n a while.what`s goin on down there lately?,Negative,night,85.0,Suriname,586632.0,156000.0,4.0,I REEEALLY wish I could be there  havent been n a whilewhats goin on down there lately,0.4444444444444444,06-09 PM
b86d2cca27, Can I also have a swirly flat white?,Negative,morning,10.0,Sweden,10099265.0,410340.0,25.0,Can I also have a swirly flat white,0.0625,06-11 AM
9c11756ef3,I should have posted this for the world Pinhole day   I Love this picture. http://twitpic.com/4jb4d,Positive,noon,25.5,Switzerland,8654622.0,39500.0,219.0,I should have posted this for the world Pinhole day   I Love this picture,0.6,12 PM
7bad0b9772, oh poor you  atleast get paid for staying back or?,Negative,night,38.0,Syria,17500658.0,183630.0,95.0,oh poor you  atleast get paid for staying back or,0.3,06-09 PM
c6881ba0e1, Ghunghte Mein Chanda Hai Phir Bhi Hai Phela Chaaron Aur Ujala i love that songggggg ps  i got lost in morrisons,Positive,morning,53.0,Tajikistan,9537645.0,139960.0,68.0,Ghunghte Mein Chanda Hai Phir Bhi Hai Phela Chaaron Aur Ujala i love that songggggg ps  i got lost in morrisons,0.6,06-11 AM
81622f137d, you look sooooo pretty love. dang I wish I was in NY so I could c u do ur thang,Positive,noon,65.0,Tanzania,59734218.0,885800.0,67.0,you look sooooo pretty love dang I wish I was in NY so I could c u do ur thang,0.8,12 PM
82cdd851b7," lmao, yep",Positive,night,85.0,Thailand,69799978.0,510890.0,137.0,lmao yep,1.0,06-09 PM
911bd25026,Aaaaaaaa!! I hate **** winshit!!,Negative,morning,10.0,Timor-Leste,1318445.0,14870.0,89.0,Aaaaaaaa I hate  winshit,0.9,06-11 AM
a64b23f5e4,Ugh i hate not having my car!! i miss you my little ford focus!!!,Negative,noon,25.5,Togo,8278724.0,54390.0,152.0,Ugh i hate not having my car i miss you my little ford focus,0.7,12 PM
30e7967de4,"To every mom, mommy and mother, Happy Mother`s Day   Hope you all do something special and fun today.",Positive,night,38.0,Tonga,105695.0,720.0,147.0,To every mom mommy and mother Happy Mothers Day   Hope you all do something special and fun today,0.5904761904761905,06-09 PM
f45a9649fb,I have to go to work.,Neutral,morning,53.0,Trinidad and Tobago,1399488.0,5130.0,273.0,I have to go to work,0.0,06-11 AM
da5c3fa1ef,is soo in love with beyonce`s song 'smash into you',Positive,noon,65.0,Tunisia,11818619.0,155360.0,76.0,is soo in love with beyonces song smash into you,0.6,12 PM
22e5e3cad2,Did it!!  back in pakistan! - http://bkite.com/07kBP,Neutral,night,85.0,Turkey,84339067.0,770000.0,110.0,Did it  back in pakistan,0.0,06-09 PM
3ba549158f, me too  what are you doing?,Neutral,morning,10.0,Turkmenistan,6031200.0,469930.0,13.0,me too  what are you doing,0.0,06-11 AM
a975e49753,Huge headache...goodnight!!,Positive,noon,25.5,Tuvalu,11792.0,30.0,393.0,Huge headachegoodnight,0.9,12 PM
c3541b6a2f, that sucks,Negative,night,38.0,Uganda,45741007.0,199810.0,229.0,that sucks,0.3,06-09 PM
40e1ca4ab0, that`s what she said?,Neutral,morning,53.0,Ukraine,43733762.0,579320.0,75.0,thats what she said,0.0,06-11 AM
08d8063529,"Had a good time out , now I must sleep lol. Gym & dance rehearsals in like 5 hours,",Positive,noon,65.0,United Arab Emirates,9890402.0,83600.0,118.0,Had a good time out  now I must sleep lol Gym  dance rehearsals in like 5 hours,0.65,12 PM
36aabd3627,the trip was really great. but i cant belive summers here,Positive,night,85.0,United Kingdom,67886011.0,241930.0,281.0,the trip was really great but i cant belive summers here,0.75,06-09 PM
8f851c59f6, - halla!!! doing ok- got a cold but trying to ignore it  how about you?,Negative,morning,10.0,United States of America,331002651.0,9147420.0,36.0,halla doing ok got a cold but trying to ignore it  how about you,0.75,06-11 AM
a351659f85,tweeting from ally court for the last time.... its a sad sad moment,Negative,noon,25.5,Uruguay,3473730.0,175020.0,20.0,tweeting from ally court for the last time its a sad sad moment,0.6888888888888888,12 PM
33ae501ac5,_iddon blerrrrrrrrrrgh. im too hot and all sticky,Positive,night,38.0,Uzbekistan,33469203.0,425400.0,79.0,_iddon blerrrrrrrrrrgh im too hot and all sticky,0.8500000000000001,06-09 PM
3775f77081,having my dinner. eating bangus.  it`s a fish.,Neutral,morning,53.0,Vanuatu,307145.0,12200.0,25.0,having my dinner eating bangus  its a fish,0.0,06-11 AM
cff0e3e256,i feel very ill. i think im dehydrated,Negative,noon,65.0,Venezuela,28435940.0,882050.0,32.0,i feel very ill i think im dehydrated,1.0,12 PM
0ac7e72578,Biology final today. Then home to prepare for psychology.,Neutral,night,85.0,Vietnam,97338579.0,310070.0,314.0,Biology final today Then home to prepare for psychology,1.0,06-09 PM
b854daaaf8,I think Steph will enjoy her first Mother`s Day tomorrow.,Positive,morning,10.0,Yemen,29825964.0,527970.0,56.0,I think Steph will enjoy her first Mothers Day tomorrow,0.41666666666666663,06-11 AM
85117f3ab3,Just got home from school. Doing assignments.,Neutral,noon,25.5,Zambia,18383955.0,743390.0,25.0,Just got home from school Doing assignments,0.0,12 PM
daa651cfd4,"over LT training today, ehhh hard to tall how hard it was. But now I feels good. Sunday race day again... Its raining now so lost of mud",Positive,night,38.0,Zimbabwe,14862924.0,386850.0,38.0,over LT training today ehhh hard to tall how hard it was But now I feels good Sunday race day again Its raining now so lost of mud,0.5611111111111111,06-09 PM
85de235e0e,whos going to see reemer on wednesdayy  me and kirsty are going (A) im well exited !!!,Neutral,morning,53.0,Afghanistan,38928346.0,652860.0,60.0,whos going to see reemer on wednesdayy  me and kirsty are going A im well exited,0.0,06-11 AM
a8e51d1a43, I miss having u as a roommate,Neutral,noon,65.0,Albania,2877797.0,27400.0,105.0,I miss having u as a roommate,0.0,12 PM
28825fc1f9, jersey weather - and good on you for the charity drive!,Positive,night,85.0,Algeria,43851044.0,2381740.0,18.0,jersey weather  and good on you for the charity drive,0.6000000000000001,06-09 PM
0796ce6ac4," Oh, I didn`t realize its on at 830 as well- already at work- or as today still in the car, don`t ask",Neutral,morning,10.0,Andorra,77265.0,470.0,164.0,Oh I didnt realize its on at 830 as well already at work or as today still in the car dont ask,0.0,06-11 AM
416726e6d2, ~ I`m sure that would make Mr. Koons very happy,Positive,noon,25.5,Angola,32866272.0,1246700.0,26.0,Im sure that would make Mr Koons very happy,0.9444444444444444,12 PM
0e4bcb3a52,Happy Mother`s day VALK!!,Positive,night,38.0,Antigua and Barbuda,97929.0,440.0,223.0,Happy Mothers day VALK,1.0,06-09 PM
dd77d3f5cd,i know im wrong .. just give me one more chance   sEnti .. :],Neutral,morning,53.0,Argentina,45195774.0,2736690.0,17.0,i know im wrong  just give me one more chance   sEnti,0.7,06-11 AM
bf46ac3c7f,would like to have a gaming system,Neutral,noon,65.0,Armenia,2963243.0,28470.0,104.0,would like to have a gaming system,0.0,12 PM
3742419885, I`ve been here since 3 and i`m here for 8 more hours tomorrow,Positive,night,85.0,Australia,25499884.0,7682300.0,3.0,Ive been here since 3 and im here for 8 more hours tomorrow,0.5,06-09 PM
a203734990,"_rosaen i LOVE your new bracelets!! im a very proud sista...you rock, girly",Positive,morning,10.0,Austria,9006398.0,82400.0,109.0,_rosaen i LOVE your new bracelets im a very proud sistayou rock girly,0.6848484848484849,06-11 AM
2b70bcd0ad,"Going home to enjoy what is left of the day - I can`t believe how quickly this week flew by, no time for tweets",Positive,noon,25.5,Azerbaijan,10139177.0,82658.0,123.0,Going home to enjoy what is left of the day  I cant believe how quickly this week flew by no time for tweets,0.3333333333333333,12 PM
50dd008fb5, laze about ! It`s. The bank holiday law,Neutral,night,38.0,Bahamas,393244.0,10010.0,39.0,laze about  Its The bank holiday law,0.0,06-09 PM
c501544be4,Potluck for danielle taking veggie tray. I will miss her,Neutral,morning,53.0,Bahrain,1701575.0,760.0,2239.0,Potluck for danielle taking veggie tray I will miss her,0.0,06-11 AM
5b5be601c2,"i think my cold is getting worse, not better!!  i cant stop coughing - it really sucks!!",Negative,noon,65.0,Bangladesh,164689383.0,130170.0,1265.0,i think my cold is getting worse not better  i cant stop coughing  it really sucks,0.6,12 PM
ddb4330613," time to start unfollowing some people, i think",Neutral,night,85.0,Barbados,287375.0,430.0,668.0,time to start unfollowing some people i think,0.0,06-09 PM
cc0ad12b7c, my  tix are in limbo....as usual  #UPSsucks,Negative,morning,10.0,Belarus,9449323.0,202910.0,47.0,my  tix are in limboas usual  UPSsucks,0.25,06-11 AM
4aac092937,oooh gosh Google Wave is looking pretty sexy. Lunch time`s over though  Back to Powerpoint (significantly less sexy),Positive,noon,25.5,Belgium,11589623.0,30280.0,383.0,oooh gosh Google Wave is looking pretty sexy Lunch times over though  Back to Powerpoint significantly less sexy,0.6133333333333334,12 PM
a1ae4e2000,Off to go B&Q for new outdoor furniture,Positive,night,38.0,Belize,397628.0,22810.0,17.0,Off to go BQ for new outdoor furniture,0.45454545454545453,06-09 PM
8b37012287,Sachie: YNA DOESN`T KNOW OUR PASSWORD YET,Neutral,morning,53.0,Benin,12123200.0,112760.0,108.0,Sachie YNA DOESNT KNOW OUR PASSWORD YET,0.0,06-11 AM
856bb40ae0, my interview if picked is NY too. But you probably forgot about me after blogtalk radio.,Neutral,noon,65.0,Bhutan,771608.0,38100.0,20.0,my interview if picked is NY too But you probably forgot about me after blogtalk radio,0.0,12 PM
cad8db609a,Why am I having such a hard time falling asleep,Negative,night,85.0,Bolivia,11673021.0,1083300.0,11.0,Why am I having such a hard time falling asleep,0.5208333333333333,06-09 PM
93a199b78f,"oh kasa, please lose the hair do",Neutral,morning,10.0,Bosnia and Herzegovina,3280819.0,51000.0,64.0,oh kasa please lose the hair do,0.0,06-11 AM
dd49f1179d,Im just thinking bout life. I need my bed. My fiance is in bed first,Positive,noon,25.5,Botswana,2351627.0,566730.0,4.0,Im just thinking bout life I need my bed My fiance is in bed first,0.3333333333333333,12 PM
5f455a3147,Flat tire city,Negative,night,38.0,Brazil,212559417.0,8358140.0,25.0,Flat tire city,0.125,06-09 PM
1d5d10eedf,I hate the exams . first time and last time in this school  then i`m out ! after 10 years! yaaaay !,Negative,morning,53.0,Brunei,437479.0,5270.0,83.0,I hate the exams  first time and last time in this school  then im out  after 10 years yaaaay,0.43333333333333335,06-11 AM
16357f7283, hope u did alright on the final,Neutral,noon,65.0,Bulgaria,6948445.0,108560.0,64.0,hope u did alright on the final,1.0,12 PM
5657eb8429,"Hey #socialmediatv  - I`m new here  - is this a recorded show, viewable later too?  thanks  (Social Media TV live > http://ustre.am/2NjV)",Positive,night,85.0,Burkina Faso,20903273.0,273600.0,76.0,Hey socialmediatv   Im new here   is this a recorded show viewable later too  thanks  Social Media TV live,0.24424242424242423,06-09 PM
65c7eae9b6,Hello everyone im just sitting here rocking out to 9412 sam on the air The best classic rock station on twitter here,Positive,morning,10.0,Burundi,11890784.0,25680.0,463.0,Hello everyone im just sitting here rocking out to 9412 sam on the air The best classic rock station on twitter here,0.23333333333333334,06-11 AM
ebb86c4db5,Schwarzenegger proposes closing 220 state parks   http://bit.ly/MhKz0,Neutral,noon,25.5,Côte d'Ivoire,26378274.0,318000.0,83.0,Schwarzenegger proposes closing 220 state parks,0.0,12 PM
5bf798868a,http://twitpic.com/4wgp2 - Bambi will eat you,Neutral,night,38.0,Cabo Verde,555987.0,4030.0,138.0,Bambi will eat you,0.0,06-09 PM
756d255e40,is at home with a pukey boy! Poor little baby,Negative,morning,53.0,Cambodia,16718965.0,176520.0,95.0,is at home with a pukey boy Poor little baby,0.55,06-11 AM
4d21d7611c, He`s an amazing jockey! Saw that Clydesdale commercial too..loved it!,Positive,noon,65.0,Cameroon,26545863.0,472710.0,56.0,Hes an amazing jockey Saw that Clydesdale commercial tooloved it,0.45,12 PM
131bc4a304, let me know how it goes babe  good luck!,Positive,night,85.0,Canada,37742154.0,9093510.0,4.0,let me know how it goes babe  good luck,0.6000000000000001,06-09 PM
0a2c386597," Good morning   Been here since 4am, just quiet.  How are you?",Positive,morning,10.0,Central African Republic,4829767.0,622980.0,8.0,Good morning   Been here since 4am just quiet  How are you,0.4666666666666667,06-11 AM
71617c28b6,Amazing night at the drive in,Positive,noon,25.5,Chad,16425864.0,1259200.0,13.0,Amazing night at the drive in,0.9,12 PM
656e4dfa55,Sam can go shoot her self.,Neutral,night,38.0,Chile,19116201.0,743532.0,26.0,Sam can go shoot her self,0.0,06-09 PM
fb08563a7b,Midnight ice-cream weather! So **** bored,Negative,morning,53.0,China,1439323776.0,9388211.0,153.0,Midnight icecream weather So  bored,1.0,06-11 AM
5c04a86c88, guns and roses baby! yay!  was hopin you would blip.fm it,Neutral,noon,65.0,Colombia,50882891.0,1109500.0,46.0,guns and roses baby yay  was hopin you would blipfm it,0.0,12 PM
